Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Champ récupéré (enum) ;Description
audit_logement_visite;enum_position_etage_logement_id;X; ;audit_enum_position_etage_logement;lib;position du logement visité dans l'immeuble en terme d'étage
audit_logement_visite;description;Parfois;Texte; ; ;description du logement visité dans le cadre d'un DPE immeuble
audit_logement_visite;dpe_immeuble_id;X; ;audit_dpe_immeuble; ;Identifiant technique de l'AUDIT
audit_logement_visite;id;X; ; ; ;identifiant technique du logement visité
audit_logement_visite;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_masque_lointain_non_homogene;id;X; ; ; ;Identifiant technique du masque lointain non homogène
audit_masque_lointain_non_homogene;tv_coef_masque_lointain_non_homogene_id; ; ;audit_tv_coef_masque_lointain_non_homogene; ;id de la ligne de la table utilisée pour le calcul du coefficient de masque non homogène lointain
audit_masque_lointain_non_homogene;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_menuiseries_double_vitrage;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_menuiseries_double_vitrage;uw; ;Numérique; ; ;Uw de la baie
audit_menuiseries_double_vitrage;sw; ;Numérique; ; ;Sw (facteur solaire) de la baie
audit_menuiseries_double_vitrage;nombre_fenetres; ;Numérique; ; ;nombre de fenêtres installées
audit_menuiseries_double_vitrage;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_menuiseries_triple_vitrage;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_menuiseries_triple_vitrage;uw; ;Numérique; ; ;Uw de la baie
audit_menuiseries_triple_vitrage;sw; ;Numérique; ; ;Sw (facteur solaire) de la baie
audit_menuiseries_triple_vitrage;nombre_fenetres; ;Numérique; ; ;nombre de fenêtres installées
audit_menuiseries_triple_vitrage;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_meteo;enum_classe_altitude_id;X; ;audit_enum_classe_altitude;lib;classe d'altitude du logement
audit_meteo;enum_zone_climatique_id;X; ;audit_enum_zone_climatique;lib;zone climatique du logement
audit_meteo;altitude; ; ; ; ;altitude du logement (m)
audit_meteo;batiment_materiaux_anciens;X;Booléen; ; ;est ce que le bâtiment est principalement composé de matériaux anciens pour ses murs 0 : non 1 : oui
audit_meteo;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_meteo;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_mur;b;X;Numérique; ; ;coefficient de réduction des déperditions du mur
audit_mur;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_mur;enduit_isolant_paroi_ancienne;X; ; ; ;"est ce qu'un enduit isolant est présent sur la paroi si celle-ci est une paroi ancienne (pierres, terre, mur à colombage, brique ancienne)(Renduit=0,7m².K.W-1) 0 : non 1 : oui. (renommage de la propriété paroi_ancienne -&gt; enduit_isolant_paroi_ancienne)"
audit_mur;enum_cfg_isolation_lnc_id; ; ;audit_enum_cfg_isolation_lnc; ;configuration de l'adjacence avec local non chauffé : local chauffé (non) isolé/local non chauffé (non) isolé/orientation véranda qui permet de calculer le b
audit_mur;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_mur;enum_materiaux_structure_mur_id;X; ;audit_enum_materiaux_structure_mur;lib;matériaux de structure de la paroi
audit_mur;enum_methode_saisie_u_id;X; ;audit_enum_methode_saisie_u; ;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
audit_mur;enum_methode_saisie_u0_id;X; ;audit_enum_methode_saisie_u0; ;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
audit_mur;enum_orientation_id;X; ;audit_enum_orientation; ;orientation du mur
audit_mur;enum_periode_isolation_id; ; ;audit_enum_periode_isolation;lib;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
audit_mur;enum_type_adjacence_id;X; ;audit_enum_type_adjacence; ;type d'adjacence de la paroi
audit_mur;enum_type_doublage_id;X; ;audit_enum_type_doublage; ;type de doublage intérieur du mur.(précision de la nature du doublage ou de l'epaisseur de la lame d'air en cas de doublage indéterminé.)
audit_mur;enum_type_isolation_id;X; ;audit_enum_type_isolation;lib;type d'isolation du mur (ITI/ITE…..)
audit_mur;epaisseur_isolation; ;Numérique; ; ;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs) (cm)
audit_mur;epaisseur_structure; ;Numérique; ; ;epaisseur de la partie structure de la paroi (sans l'isolation intérieure ou extérieure) (cm)
audit_mur;id;X; ; ; ;Identifiant technique du mur
audit_mur;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_mur;paroi_ancienne; ;Booléen; ; ;"la paroi est une paroi ancienne sur laquelle a été appliquée un enduit isolant (Renduit=0,7m².K.W-1) 0 : non 1 : oui. (Attention ! nom de propriété pas tout à fait explicite) OBSOLETE -&gt; remplacé par enduit_isolant_paroi_ancienne"
audit_mur;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_mur;reference_lnc; ;Texte; ; ;reference projet de l'objet local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
audit_mur;resistance_isolation; ;Numérique; ; ;resistance isolation
audit_mur;surface_aiu; ;Numérique; ; ;surface aiu : surface des parois du local non chauffé qui donnent sur des locaux chauffés.
audit_mur;surface_aue; ;Numérique; ; ;surface aue : surface des parois du local non chauffé en contact avec l'extérieur ou le sol
audit_mur;surface_paroi_opaque;X;Numérique; ; ;Surface de paroi opaque (sans baies vitrées sans portes)
audit_mur;surface_paroi_totale; ;Numérique; ; ;Surface de paroi opaque + paroi vitrée de la paroi + surface des portes
audit_mur;tv_coef_reduction_deperdition_id; ; ;audit_tv_coef_reduction_deperdition; ;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
audit_mur;tv_umur_id; ; ;audit_tv_umur; ;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique umur
audit_mur;tv_umur0_id; ; ;audit_tv_umur0; ;id de la ligne de la table utilisée pour le calcul du Umur0
audit_mur;umur;X;Numérique; ; ;Coefficient de transmission thermique du mur
audit_mur;umur_saisi; ;Numérique; ; ;Coefficient de transmission thermique du mur saisi en direct par le diagnostiqueur(à justifier)
audit_mur;umur0; ;Numérique; ; ;"Coefficient de transmission thermique du mur non isolé final (avec pris en compte de l'enduit et du doublage). C'est bien le U du mur ""nu"" avec l'ensemble des éléments hors isolations rapportée"
audit_mur;umur0_saisi; ;Numérique; ; ;"Coefficient de transmission thermique du mur non isolé Saisi en direct par l'utilisateur (à justifier). Coefficient de transmission thermique du mur non isolé (avec pris en compte de l'enduit et du doublage). C'est bien le U du mur ""nu"" avec l'ensemble des éléments hors isolations rapportée"
audit_mur;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_mur;paroi_lourde; ;Booléen; ; ;la paroi est elle considérée comme lourde pour le calcul de l'inertie
audit_pac_air_air;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_pac_air_air;scop; ;Numérique; ; ;scop du générateur thermodynamique spécifique à l'installation d'une PAC air/air (climatiseur inclu)
audit_pac_air_air;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_pac_air_eau;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_pac_air_eau;scop; ;Numérique; ; ;scop du générateur thermodynamique spécifique à l'installation d'une PAC air/eau
audit_pac_air_eau;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_pac_eau_eau;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_pac_eau_eau;scop; ;Numérique; ; ;scop du générateur thermodynamique spécifique à l'installation d'une PAC eau/eau
audit_pac_eau_eau;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_pac_geothermique;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_pac_geothermique;scop; ;Numérique; ; ;scop du générateur thermodynamique spécifique à l'installation d'une PAC géothermique
audit_pac_geothermique;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_panneaux_pv;nombre_module; ;Numérique; ; ;nombre de modules photovoltaïque standards posés.
audit_panneaux_pv;surface_totale_capteurs; ;Numérique; ; ;surface totale de capteurs photovoltaïque. Dans le cas d'une installation collective de PV pour un DPE appartement, la surface est celle proratisé
audit_panneaux_pv;enum_inclinaison_pv_id; ; ;audit_enum_inclinaison_pv;lib;inclinaison des panneaux photovoltaïques
audit_panneaux_pv;enum_orientation_pv_id; ; ;audit_enum_orientation_pv;lib;orientation des panneaux photovoltaïques
audit_panneaux_pv;id;X; ; ; ;Identifiant technique des panneaux photovoltaïques
audit_panneaux_pv;production_elec_enr_id;X; ;audit_production_elec_enr; ;Identifiant technique du logement
audit_panneaux_pv;ratio_virtualisation; ;Numérique; ; ;ratio de virtualisation de l'installation PV collective lorsque l'on rapporte des usages collectifs à un appartement (a = Shabappartement/Shabtotale)
audit_panneaux_pv;tv_coef_orientation_pv_id; ; ;audit_tv_coef_orientation_pv; ;id de la ligne de la table utilisée pour le calcul du coefficient d'orientation des panneaux photovoltaïques
audit_panneaux_pv;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_pathologie_caracteristique;conseil; ;Texte; ; ;conseil concernant la pathologie ou la caractéristique architecturale, patrimoniale, techniques ciblée (trame p.6)
audit_pathologie_caracteristique;description; ;Texte; ; ;description de la pathologie ou de la caractéristique architecturale, patrimoniale, techniques ciblée (trame p.6)
audit_pathologie_caracteristique;enum_type_observation_id; ; ;audit_enum_type_observation; ;type d'observation concernant l'état existant du bâtiment : pathologie, architecturale, patrimoniale ou technique (trame p.6)
audit_pathologie_caracteristique;expertise_auditeur_id;X; ;audit_expertise_auditeur; ;Identifiant technique de l'expertise auditeur
audit_pathologie_caracteristique;id;X; ; ; ;Identifiant technique de la pathologie caractéristique
audit_pathologie_caracteristique;uri_interne_image; ;Texte; ; ;url/uri de l'image de la pathologie (interne au logiciel). Ce champ est mis en place pour permettre de générer des rapports PDF depuis le xml
audit_pathologie_caracteristique;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_plancher_bas;b;X;Numérique; ; ;coefficient de réduction des déperditions du planchers_bas
audit_plancher_bas;calcul_ue;X;Booléen; ; ;est ce que le plancher bas est passé par le calcul du Ue 0 : non 1 : oui
audit_plancher_bas;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_plancher_bas;enum_cfg_isolation_lnc_id; ; ;audit_enum_cfg_isolation_lnc; ;configuration de l'adjacence avec local non chauffé : local chauffé (non) isolé/local non chauffé (non) isolé/orientation véranda qui permet de calculer le b
audit_plancher_bas;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_plancher_bas;enum_methode_saisie_u_id;X; ;audit_enum_methode_saisie_u; ;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
audit_plancher_bas;enum_methode_saisie_u0_id;X; ;audit_enum_methode_saisie_u0; ;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
audit_plancher_bas;enum_periode_isolation_id; ; ;audit_enum_periode_isolation;lib;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
audit_plancher_bas;enum_type_adjacence_id;X; ;audit_enum_type_adjacence; ;type d'adjacence de la paroi
audit_plancher_bas;enum_type_isolation_id;X; ;audit_enum_type_isolation;lib;type d'isolation du plancher bas (ITI/ITE…..)
audit_plancher_bas;enum_type_plancher_bas_id;X; ;audit_enum_type_plancher_bas;lib;type de plancher bas
audit_plancher_bas;epaisseur_isolation; ;Numérique; ; ;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs)
audit_plancher_bas;id;X; ; ; ;Identifiant technique du plancher bas
audit_plancher_bas;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_plancher_bas;perimetre_ue; ;Numérique; ; ;périmètredu plancher lorsqu'il est en contact avec un terre plein/sous sol non chauffé ou vide sanitaire (à renseigner lorsque calcul du Ue)
audit_plancher_bas;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_plancher_bas;reference_lnc; ;Texte; ; ;reference projet de l'objet local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
audit_plancher_bas;resistance_isolation; ;Numérique; ; ;resistance isolation
audit_plancher_bas;surface_aiu; ;Numérique; ; ;surface aiu : surface des parois du local non chauffé qui donnent sur des locaux chauffés.
audit_plancher_bas;surface_aue; ;Numérique; ; ;surface aue : surface des parois du local non chauffé en contact avec l'extérieur ou le sol
audit_plancher_bas;surface_paroi_opaque;X;Numérique; ; ;Surface de paroi opaque
audit_plancher_bas;surface_ue; ;Numérique; ; ;surface de plancher qui est en contact avec un terre plein/sous sol non chauffé ou vide sanitaire (à renseigner lorsque calcul du Ue)
audit_plancher_bas;tv_coef_reduction_deperdition_id; ; ;audit_tv_coef_reduction_deperdition; ;id de la ligne de la table utilisée pour le calcul de coefficient de reduction des déperditions
audit_plancher_bas;tv_upb_id; ; ;audit_tv_upb; ;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique upb
audit_plancher_bas;tv_upb0_id; ; ;audit_tv_upb0; ;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique upb0
audit_plancher_bas;ue; ;Numérique; ; ;Ue coefficient remplaçant Upb dans le cas sur terre plein
audit_plancher_bas;upb;X;Numérique; ; ;Coefficient de transmission thermique du planchers_bas Upb
audit_plancher_bas;upb_final;X;Numérique; ; ;Coefficient de transmission thermique du planchers_bas (Ue ou Upb en fonction du type d'adjacence)
audit_plancher_bas;upb_saisi; ;Numérique; ; ;Coefficient de transmission thermique du planchers_bas saisi en direct par le diagnostiqueur(à justifier)
audit_plancher_bas;upb0; ;Numérique; ; ;Coefficient de transmission thermique du planchers bas non isolé final
audit_plancher_bas;upb0_saisi; ;Numérique; ; ;Coefficient de transmission thermique du planchers bas non isolé Saisi en direct par l'utilisateur (à justifier)
audit_plancher_bas;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_plancher_bas;paroi_lourde; ;Booléen; ; ;la paroi est elle considérée comme lourde pour le calcul de l'inertie
audit_plancher_haut;b;X;Numérique; ; ;coefficient de réduction des déperditions du planchers_hauts
audit_plancher_haut;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_plancher_haut;enum_cfg_isolation_lnc_id; ; ;audit_enum_cfg_isolation_lnc; ;configuration de l'adjacence avec local non chauffé : local chauffé (non) isolé/local non chauffé (non) isolé/orientation véranda qui permet de calculer le b
audit_plancher_haut;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_plancher_haut;enum_methode_saisie_u_id;X; ;audit_enum_methode_saisie_u; ;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
audit_plancher_haut;enum_methode_saisie_u0_id;X; ;audit_enum_methode_saisie_u0; ;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
audit_plancher_haut;enum_periode_isolation_id; ; ;audit_enum_periode_isolation;lib;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
audit_plancher_haut;enum_type_adjacence_id;X; ;audit_enum_type_adjacence; ;type d'adjacence de la paroi
audit_plancher_haut;enum_type_isolation_id;X; ;audit_enum_type_isolation;lib;type d'isolation du plancher haut (ITI/ITE…..)
audit_plancher_haut;enum_type_plancher_haut_id;X; ;audit_enum_type_plancher_haut;lib;type de plancher haut
audit_plancher_haut;epaisseur_isolation; ;Numérique; ; ;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs)
audit_plancher_haut;id;X; ; ; ;Identifiant technique du plancher haut
audit_plancher_haut;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_plancher_haut;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_plancher_haut;reference_lnc; ;Texte; ; ;reference projet de l'objet local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
audit_plancher_haut;resistance_isolation; ;Numérique; ; ;resistance isolation
audit_plancher_haut;surface_aiu; ;Numérique; ; ;surface aiu : surface des parois du local non chauffé qui donnent sur des locaux chauffés.
audit_plancher_haut;surface_aue; ;Numérique; ; ;surface aue : surface des parois du local non chauffé en contact avec l'extérieur ou le sol
audit_plancher_haut;surface_paroi_opaque;X;Numérique; ; ;Surface de paroi opaque
audit_plancher_haut;tv_coef_reduction_deperdition_id; ; ;audit_tv_coef_reduction_deperdition; ;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
audit_plancher_haut;tv_uph_id; ; ;audit_tv_uph; ;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique uph
audit_plancher_haut;tv_uph0_id; ; ;audit_tv_uph0; ;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique uph0
audit_plancher_haut;uph;X;Numérique; ; ;Coefficient de transmission thermique du planchers_hauts uph
audit_plancher_haut;uph_saisi; ;Numérique; ; ;Coefficient de transmission thermique du planchers_hauts saisi en direct par le diagnostiqueur(à justifier)
audit_plancher_haut;uph0; ;Numérique; ; ;Coefficient de transmission thermique du planchers hauts non isolé final
audit_plancher_haut;uph0_saisi; ;Numérique; ; ;Coefficient de transmission thermique du planchers hauts non isolé Saisi en direct par l'utilisateur (à justifier)
audit_plancher_haut;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_plancher_haut;paroi_lourde; ;Booléen; ;la paroi est elle considérée comme lourde pour le calcul de l'inertie; 
audit_pont_thermique;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_pont_thermique;enum_etat_composant_id;X; ;audit_enum_etat_composant; ;indique si le composant a été changé par rapport au logement initial
audit_pont_thermique;enum_methode_saisie_pont_thermique_id;X; ;audit_enum_methode_saisie_pont_thermique; ;methode de saisie des ponts thermiques
audit_pont_thermique;enum_type_liaison_id;X; ;audit_enum_type_liaison; ;type de liaison de pont thermique
audit_pont_thermique;id;X; ; ; ;Identifiant technique du pont thermique
audit_pont_thermique;k;X;Numérique; ; ;valeur du pont thermique
audit_pont_thermique;k_saisi; ;Numérique; ; ;valeur du pont thermique saisie
audit_pont_thermique;l;X;Numérique; ; ;longueur du pont thermique(m)
audit_pont_thermique;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_pont_thermique;pourcentage_valeur_pont_thermique;X;Numérique; ; ;pourcentage de prise en compte de la valeur du pont thermique (dans le cas des pont thermiques refend/mur et plancher intermediaire/mur cette valeur est à 0,5 au lieu de 1)
audit_pont_thermique;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_pont_thermique;reference_1; ;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels. Pour les ponts thermique il est laissé la possibilité d'avoir 2 références complémentaires correspondant aux référence de chacun des deux objets concernés par le pont thermique
audit_pont_thermique;reference_2; ;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels. Pour les ponts thermique il est laissé la possibilité d'avoir 2 références complémentaires correspondant aux référence de chacun des deux objets concernés par le pont thermique
audit_pont_thermique;tv_pont_thermique_id; ; ;audit_tv_pont_thermique; ;id de la ligne de la table utilisée pour le calcul de la valeur du pont thermique k
audit_pont_thermique;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_porte;b;X;Numérique; ; ;coefficient de transmission thermique de la porte final : soit saisi directement soit issu des tables de valeurs forfaitaires
audit_porte;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_porte;enum_cfg_isolation_lnc_id; ; ;audit_enum_cfg_isolation_lnc; ;configuration de l'adjacence avec local non chauffé : local chauffé (non) isolé/local non chauffé (non) isolé/orientation véranda qui permet de calculer le b
audit_porte;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_porte;enum_methode_saisie_uporte_id;X; ;audit_enum_methode_saisie_uporte; ;méthode de saisie du U de la porte
audit_porte;enum_type_adjacence_id;X; ;audit_enum_type_adjacence; ;type d'adjacence de la paroi
audit_porte;enum_type_porte_id;X; ;audit_enum_type_porte;lib;type de porte
audit_porte;enum_type_pose_id;X; ;audit_enum_type_pose; ;type de pose de la porte
audit_porte;id;X; ; ; ;Identifiant technique de la porte
audit_porte;largeur_dormant; ;Numérique; ; ;largeur du dormant de la porte (cm)
audit_porte;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_porte;nb_porte; ;Numérique; ; ;nombre de portes
audit_porte;presence_joint;X; ; ; ;y a-t-il présence de joints sur la porte (utilisé pour le calcul de la perméabilité) 0 : non 1 : oui
audit_porte;presence_retour_isolation; ;Booléen; ; ;y a-t-il un retour d'isolant de la paroi opaque sur la porte 0 : non 1 : oui
audit_porte;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_porte;reference_lnc; ;Texte; ; ;reference projet de l'objet local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
audit_porte;reference_paroi; ;Texte; ; ;reference projet de l'objet paroi qui est associé à l'objet porte. La codification et utilisation des références peut différer entre logiciels mais il devrait être attendu que reference_paroi est la référence d'une paroi de type mur,plancher_haut ou plancher_bas
audit_porte;surface_aiu; ;Numérique; ; ;surface aiu : surface des parois du local non chauffé qui donnent sur des locaux chauffés.
audit_porte;surface_aue; ;Numérique; ; ;surface aue : surface des parois du local non chauffé en contact avec l'extérieur ou le sol
audit_porte;surface_porte;X;Numérique; ; ;surface totale de portes déclaré (nb_porte x surface unitaire de porte dans le cas de plusieurs portes)
audit_porte;tv_coef_reduction_deperdition_id; ; ;audit_tv_coef_reduction_deperdition; ;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
audit_porte;tv_uporte_id; ; ;audit_tv_uporte; ;id de la ligne de la table utilisée pour le calcul du coefficient de transfert thermique de la porte
audit_porte;uporte;X;Numérique; ; ;coefficient de transmission thermique de la porte final : soit saisi directement soit issu des tables de valeurs forfaitaires
audit_porte;uporte_saisi; ;Numérique; ; ;coefficient de transmission thermique de la porte saisi directement (nécessite une justification)
audit_porte;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_production_elec_enr;conso_elec_ac;X;Numérique; ; ;éléctricité photovoltaique autoconsommée (kWh)
audit_production_elec_enr;presence_production_pv;X;Numérique; ; ;est ce qu'il y a de la production de photovoltaique renouvelable 0 : non 1 : oui
audit_production_elec_enr;enum_type_enr_id;X; ;audit_enum_type_enr;lib;enumérateur listant les systèmes de production d'éléctricité d'origine renouvelables présents dans le bâtiment
audit_production_elec_enr;production_pv;X;Numérique; ; ;production d'éléctricité photovoltaique (kWh)
audit_production_elec_enr;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_production_elec_enr;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_production_elec_enr;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_production_elec_enr;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_production_elec_enr;taux_autoproduction; ;Numérique; ; ;taux d'autoproduction Tap de la production d'éléctricité d'origne renouvelable
audit_production_elec_enr;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_production_electricite;production_pv;X;Numérique; ; ;production d'éléctricité photovoltaique(kWhep/an)
audit_production_electricite;conso_elec_ac;X;Numérique; ; ;éléctricité photovoltaique autoconsommée(kWhep/an)
audit_production_electricite;conso_elec_ac_autre_usage;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour les autres usages de l'éléctricité (kWhep/an)
audit_production_electricite;conso_elec_ac_auxiliaire;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour l'usage auxiliaire (les consommations finales sont déduites de cette valeur) (kWhep/an)
audit_production_electricite;conso_elec_ac_ch;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour l'usage chauffage (les consommations finales sont déduites de cette valeur) (kWhep/an)
audit_production_electricite;conso_elec_ac_eclairage;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour l'usage eclairage (les consommations finales sont déduites de cette valeur) (kWhep/an)
audit_production_electricite;conso_elec_ac_ecs;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour l'usage ecs (les consommations finales sont déduites de cette valeur) (kWhep/an)
audit_production_electricite;conso_elec_ac_fr;X;Numérique; ; ;éléctricité photovoltaique autoconsommée pour l'usage climatisation (les consommations finales sont déduites de cette valeur) (kWhep/an)
audit_production_electricite;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_production_electricite;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_qualite_isolation;qualite_isol_enveloppe;X;Numérique;audit_enum_qualite_composant; ;qualité d'isolation de l'enveloppe
audit_qualite_isolation;qualite_isol_menuiserie;X;Numérique;audit_enum_qualite_composant; ;qualité d'isolation des menuiseries
audit_qualite_isolation;qualite_isol_mur; ;Numérique;audit_enum_qualite_composant; ;qualité d'isolation des murs
audit_qualite_isolation;qualite_isol_plancher_bas; ;Numérique;audit_enum_qualite_composant; ;qualité de l'isolation des planchers
audit_qualite_isolation;qualite_isol_plancher_haut_comble_amenage; ;Numérique;audit_enum_qualite_composant; ;qualité d'isolation de la toiture/planchers hauts partie comble aménagé
audit_qualite_isolation;qualite_isol_plancher_haut_comble_perdu; ;Numérique;audit_enum_qualite_composant; ;qualité d'isolation de la toiture/planchers hauts partie comble perdue
audit_qualite_isolation;qualite_isol_plancher_haut_toit_terrasse; ;Numérique;audit_enum_qualite_composant; ;qualité d'isolation de la toiture/planchers hauts partie toit terrasse
audit_qualite_isolation;ubat;X;Numérique; ; ;Ubat(W/m²K)
audit_qualite_isolation;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_qualite_isolation;ubat_base;X;Numérique; ; ;coefficient moyen de déperdition thermique du bâtiment de base (Ubat base), tel que défini dans methode BBC réno (W/m²K)
audit_qualite_isolation;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_recommandation_scenario;enum_scenario_id; ; ;audit_enum_scenario; ;indique le type de scénario de rénovation
audit_recommandation_scenario;expertise_auditeur_id;X; ;audit_expertise_auditeur; ;Identifiant technique de l'expertise auditeur
audit_recommandation_scenario;id;X; ; ; ;Identifiant technique de la recommandation du scénario
audit_recommandation_scenario;recommandation; ;Texte; ; ;Recommandations de l'auditeur pour le scénario donné (trame p.15)
audit_recommandation_scenario;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_sortie_par_energie;conso_5_usages;X;Numérique; ; ;consommation totale en énergie finale pour l'énergie considérée (kWhef/an)
audit_sortie_par_energie;conso_ch;X;Numérique; ; ;consommation de chauffage en énergie finale pour l'énergie considérée (kWhef/an)
audit_sortie_par_energie;conso_ecs;X;Numérique; ; ;consommation d'ECS en énergie finale pour l'énergie considérée (kWhef/an)
